Year,location,commodity,category,price_per_kg
2025,Kushtia,Hilsha (500-900) gm,Fish,1620.42
2025,Kushtia,Local Hen - Medium (700-850 gm),Chicken,595.22
2025,Kushtia,Pangash (big),Fish,185.0
2025,Kushtia,Rice - Boro - Hybrid - Coarse,Rice,52.1
2025,Kushtia,Rice - Boro - Hybrid - Medium,Rice,58.55
2025,Kushtia,Rice-Boro-Hybrid -Fine,Rice,69.15
2025,Kushtia,Ruhi (Local) - small (1.50-2.00 kg),Fish,366.47
2025,Kushtia,Silver Carp,Fish,200.0
2025,Kushtia,Sonali Chicken,Chicken,278.2
2025,Kushtia,Telapia/Nilotica,Fish,205.0
2025,Lakshmipur,Chinigura Rice,Rice,122.5
2025,Lakshmipur,Farm-raised Hen,Chicken,161.75
2025,Lakshmipur,Katla-Big (above 5 Kg),Fish,410.0
2025,Lakshmipur,Local Hen - Medium (700-850 gm),Chicken,535.0
2025,Lakshmipur,Mregal-big,Fish,265.0
2025,Lakshmipur,Pangash (small),Fish,196.06
2025,Lakshmipur,Rice - Aman - Coarse,Rice,56.44
2025,Lakshmipur,Rice - Aman - Medium,Rice,62.15
2025,Lakshmipur,Rice - Aman-Fine,Rice,84.48
2025,Lakshmipur,Ruhi (Imported) small (1.50-2.00 kg),Fish,325.0
2025,Lakshmipur,Ruhi (Local) - small (1.50-2.00 kg),Fish,375.0
2025,Lakshmipur,Sonali Chicken,Chicken,270.91
2025,Lakshmipur,Telapia/Nilotica,Fish,235.0
2025,Lalmonirhat,Broiler chicken,Chicken,175.0
2025,Lalmonirhat,Farm-raised Hen,Chicken,155.57
2025,Lalmonirhat,Pangash (big),Fish,183.475
2025,Lalmonirhat,Rice - Aman - Coarse,Rice,46.620000000000005
2025,Lalmonirhat,Rice - Aman - Medium,Rice,50.58
2025,Lalmonirhat,Rice - Boro - Hybrid - Medium,Rice,53.08
2025,Lalmonirhat,Ruhi (Imported) small (1.50-2.00 kg),Fish,315.49
2025,Lalmonirhat,Ruhi (Local) - small (1.50-2.00 kg),Fish,320.0
2025,Madaripur,Broiler chicken,Chicken,160.11
2025,Madaripur,Hilsha (500-900) gm,Fish,1073.83
2025,Madaripur,Katla-Medium (2.50-4.50 kg),Fish,400.0
2025,Madaripur,Katla-Small (1.50-2.00 kg),Fish,260.0
2025,Madaripur,Local Hen - Medium (700-850 gm),Chicken,560.0
2025,Madaripur,Pangash (big),Fish,200.59
2025,Madaripur,Rice - Boro - Hybrid - Coarse,Rice,54.75
2025,Madaripur,Rice - Boro - Hybrid - Medium,Rice,64.68
2025,Madaripur,Rice-Boro-Fine,Rice,79.12
2025,Madaripur,Ruhi (Local) - medium (2.50-4.50 kg),Fish,424.12
2025,Madaripur,Ruhi (Local) - small (1.50-2.00 kg),Fish,307.87
2025,Madaripur,Sonali Chicken,Chicken,265.81
2025,Magura,Broiler chicken,Chicken,160.49
2025,Magura,Katla-Small (1.50-2.00 kg),Fish,307.41
2025,Magura,Local Hen - Big (above 900 gm),Chicken,538.46
2025,Magura,Mregal-small,Fish,233.72
2025,Magura,Pangash (big),Fish,174.78
2025,Magura,Rice - Aman - Coarse,Rice,52.43
2025,Magura,Rice - Aman - Medium,Rice,63.59
2025,Magura,Rice - Aman-Fine,Rice,73.34
2025,Magura,Rice-Boro-Fine,Rice,72.77
2025,Magura,Rice-Boro-Medium,Rice,63.46
2025,Magura,Ricel-Boro-Mota,Rice,53.19
2025,Magura,Ruhi (Local) - small (1.50-2.00 kg),Fish,341.64
2025,Magura,Silver Carp,Fish,182.92
2025,Magura,Sonali Chicken,Chicken,271.46
2025,Magura,Telapia/Nilotica,Fish,178.25
2025,Manikganj,Broiler chicken,Chicken,161.57
2025,Manikganj,Chinigura Rice,Rice,128.18
2025,Manikganj,Farm-raised Hen,Chicken,162.93
2025,Manikganj,Hilsha (500-900) gm,Fish,1350.0
2025,Manikganj,Katla (Local),Fish,328.47
2025,Manikganj,Katla-Small (1.50-2.00 kg),Fish,309.74
2025,Manikganj,Pangash (big),Fish,174.67
2025,Manikganj,Rice - Boro - Hybrid - Coarse,Rice,52.51
2025,Manikganj,Rice - Boro - Hybrid - Medium,Rice,60.64
2025,Manikganj,Rice-Boro-Hybrid -Fine,Rice,79.02
2025,Manikganj,Ruhi (Local) - small (1.50-2.00 kg),Fish,351.28
2025,Manikganj,Ruhi (Local) big (above 5 kg),Fish,422.85
2025,Manikganj,Silver Carp,Fish,203.36
2025,Manikganj,Singhi,Fish,366.42
2025,Manikganj,Sonali Chicken,Chicken,269.95
2025,Manikganj,Telapia/Nilotica,Fish,198.54
2025,Meherpur,Farm-raised Hen,Chicken,168.09
2025,Meherpur,Local Hen - Big (above 900 gm),Chicken,598.38
2025,Meherpur,Rice - Boro - Hybrid - Coarse,Rice,53.0
2025,Meherpur,Rice - Boro - Hybrid - Medium,Rice,64.05
2025,Meherpur,Rice-Boro-Hybrid -Fine,Rice,76.89
2025,Meherpur,Sonali Chicken,Chicken,268.57
2025,Moulvibazar,Farm-raised Hen,Chicken,153.59
2025,Moulvibazar,Hilsha (500-900) gm,Fish,1411.21
2025,Moulvibazar,Katla-Small (1.50-2.00 kg),Fish,308.47
2025,Moulvibazar,Pangash (big),Fish,172.17
2025,Moulvibazar,Rice - Aman-Fine,Rice,81.59
2025,Moulvibazar,Rice - Boro - Hybrid - Coarse,Rice,51.75
2025,Moulvibazar,Rice - Boro - Hybrid - Medium,Rice,61.72
2025,Moulvibazar,Rice-Boro-Hybrid -Fine,Rice,76.79
2025,Moulvibazar,Ruhi (Local) - medium (2.50-4.50 kg),Fish,395.07
2025,Moulvibazar,Ruhi (Local) - small (1.50-2.00 kg),Fish,302.77
2025,Moulvibazar,Silver Carp,Fish,192.88
2025,Moulvibazar,Sonali Chicken,Chicken,275.18
2025,Moulvibazar,Telapia/Nilotica,Fish,188.65
2025,Munshiganj,Chinigura Rice,Rice,129.61
2025,Munshiganj,Farm-raised Hen,Chicken,152.71
2025,Munshiganj,Hilsha (500-900) gm,Fish,1519.39
2025,Munshiganj,Katla-Small (1.50-2.00 kg),Fish,355.56
2025,Munshiganj,Pangash (big),Fish,177.0
2025,Munshiganj,Pangash (small),Fish,234.59
2025,Munshiganj,Rice - Boro - Hybrid - Medium,Rice,61.56
2025,Munshiganj,Rice-Boro-Fine,Rice,82.04
2025,Munshiganj,Ricel-Boro-Mota,Rice,55.73
2025,Munshiganj,Ruhi (Local) - small (1.50-2.00 kg),Fish,403.41
2025,Munshiganj,Silver Carp,Fish,210.85
2025,Munshiganj,Telapia/Nilotica,Fish,197.74
2025,Mymensingh,Farm-raised Hen,Chicken,156.71
2025,Mymensingh,Katla-Small (1.50-2.00 kg),Fish,368.77
2025,Mymensingh,Local Hen - Medium (700-850 gm),Chicken,507.42
2025,Mymensingh,Pangash (big),Fish,175.0
2025,Mymensingh,Rice - Aman - Coarse,Rice,52.42
2025,Mymensingh,Rice - Aman - Medium,Rice,61.11
2025,Mymensingh,Rice - Boro - Hybrid - Coarse,Rice,53.67
2025,Mymensingh,Rice - Boro - Hybrid - Medium,Rice,63.53
2025,Mymensingh,Rice - Boro - Pajam,Rice,77.37
2025,Mymensingh,Ruhi (Local) - small (1.50-2.00 kg),Fish,343.77
2025,Mymensingh,Sonali Chicken,Chicken,294.63
2025,Naogaon,Broiler chicken,Chicken,147.5
2025,Naogaon,Chinigura Rice,Rice,129.0
2025,Naogaon,Farm-raised Hen,Chicken,155.2
2025,Naogaon,Hilsha (500-900) gm,Fish,1706.57
2025,Naogaon,Kai,Fish,290.0
2025,Naogaon,Katla-Big (above 5 Kg),Fish,475.0
2025,Naogaon,Katla-Medium (2.50-4.50 kg),Fish,392.5
2025,Naogaon,Katla-Small (1.50-2.00 kg),Fish,260.0
2025,Naogaon,Local Hen - Medium (700-850 gm),Chicken,481.97
2025,Naogaon,Magur,Fish,550.0
2025,Naogaon,Mregal-small,Fish,225.0
2025,Naogaon,Pangash (big),Fish,155.0
2025,Naogaon,Pangash (small),Fish,187.5
2025,Naogaon,Rice - Boro - Hybrid - Coarse,Rice,41.0
2025,Naogaon,Rice -Boro-Local,Rice,41.0
2025,Naogaon,Rice-Boro-Fine,Rice,74.33
2025,Naogaon,Rice-Boro-Medium,Rice,60.32
2025,Naogaon,Ruhi (Imported) small (1.50-2.00 kg),Fish,375.0
2025,Naogaon,Ruhi (Local) - small (1.50-2.00 kg),Fish,262.5
2025,Naogaon,Ruhi (Local) big (above 5 kg),Fish,475.0
2025,Naogaon,Silver Carp,Fish,165.0
2025,Naogaon,Singhi,Fish,475.0
2025,Naogaon,Telapia/Nilotica,Fish,190.0
2025,Narail,Chinigura Rice,Rice,125.0
2025,Narail,Farm-raised Hen,Chicken,154.71
2025,Narail,Kalojira,Rice,125.0
2025,Narail,Katla-Small (1.50-2.00 kg),Fish,305.0
2025,Narail,Pangash (big),Fish,150.0
2025,Narail,Rice - Boro - Hybrid - Coarse,Rice,51.53
2025,Narail,Rice - Boro - Hybrid - Medium,Rice,60.21
2025,Narail,Rice-Boro-Hybrid -Fine,Rice,69.94
2025,Narail,Ruhi (Local) - small (1.50-2.00 kg),Fish,318.75
2025,Narail,Silver Carp,Fish,170.0
2025,Narail,Sonali Chicken,Chicken,246.79
2025,Narail,Telapia/Nilotica,Fish,154.19
2025,Narayanganj,Broiler Farm,Chicken,161.08
2025,Narayanganj,Chinigura Rice,Rice,135.0
2025,Narayanganj,Katla-Medium (2.50-4.50 kg),Fish,340.0
2025,Narayanganj,Pangash (big),Fish,190.0
2025,Narayanganj,Rice - Boro - Hybrid - Coarse,Rice,53.0
2025,Narayanganj,Rice - Boro - Hybrid - Medium,Rice,62.5
2025,Narayanganj,Rice-Boro-Hybrid -Fine,Rice,81.94
2025,Narayanganj,Ruhi (Local) - medium (2.50-4.50 kg),Fish,355.0
2025,Narayanganj,Ruhi (Local) big (above 5 kg),Fish,480.88
2025,Narayanganj,Telapia/Nilotica,Fish,190.0
2025,Narsingdi,Broiler chicken,Chicken,152.01
2025,Narsingdi,Chinigura Rice,Rice,121.75
2025,Narsingdi,Hilsha (500-900) gm,Fish,1186.9
2025,Narsingdi,Katla-Small (1.50-2.00 kg),Fish,253.96
2025,Narsingdi,Pangash (big),Fish,145.04
2025,Narsingdi,Pangash (small),Fish,190.63
2025,Narsingdi,Rice - Amon - Hybrid - Coarse,Rice,47.42
2025,Narsingdi,Rice - Amon - Hybrid - Medium,Rice,62.13
2025,Narsingdi,Rice - Amon - Hybrid - Narrow,Rice,82.98
2025,Narsingdi,Rice - Boro - Hybrid - Coarse,Rice,47.62
2025,Narsingdi,Rice - Boro - Hybrid - Medium,Rice,60.72
2025,Narsingdi,Rice-Boro-Hybrid -Fine,Rice,81.2
2025,Narsingdi,Ruhi (Imported) medium (2.50-4.50 kg),Fish,352.38
2025,Narsingdi,Ruhi (Local) - medium (2.50-4.50 kg),Fish,353.63
2025,Narsingdi,Ruhi (Local) - small (1.50-2.00 kg),Fish,318.75
2025,Narsingdi,Sonali Chicken,Chicken,274.82
2025,Natore,Chinigura Rice,Rice,119.0
2025,Natore,Farm-raised Hen,Chicken,150.04
2025,Natore,Kalojira,Rice,102.5
2025,Natore,Katla-Medium (2.50-4.50 kg),Fish,375.0
2025,Natore,Rice - Aman - Coarse,Rice,53.0
2025,Natore,Rice - Aman - Medium,Rice,57.0
2025,Natore,Rice - Amon - Hybrid - Narrow,Rice,74.5
2025,Natore,Rice - Boro - Hybrid - Coarse,Rice,46.33
2025,Natore,Rice-Boro-Hybrid -Fine,Rice,67.91
2025,Natore,Rice-Boro-Medium,Rice,59.16
2025,Natore,Ruhi (Imported) small (1.50-2.00 kg),Fish,290.43
2025,Natore,Ruhi (Local) - medium (2.50-4.50 kg),Fish,425.0
2025,Natore,Sonali Chicken,Chicken,258.46
2025,Netrokona,Farm-raised Hen,Chicken,159.4
2025,Netrokona,Pangash (big),Fish,155.0
2025,Netrokona,Rice - Aman - Coarse,Rice,47.42
2025,Netrokona,Rice - Aman - Medium,Rice,61.59
2025,Netrokona,Rice - Aman-Fine,Rice,77.82
2025,Netrokona,Rice - Boro - Hybrid - Coarse,Rice,49.26
2025,Netrokona,Rice - Boro - Hybrid - Medium,Rice,59.3
2025,Netrokona,Ruhi (Local) - small (1.50-2.00 kg),Fish,330.0
2025,Nilphamari,Broiler chicken,Chicken,159.81
2025,Nilphamari,Chinigura Rice,Rice,124.19
2025,Nilphamari,Katla-Small (1.50-2.00 kg),Fish,282.73
2025,Nilphamari,Local Hen - Medium (700-850 gm),Chicken,512.86
2025,Nilphamari,Pangash (big),Fish,155.0
2025,Nilphamari,Rice - Aman - Coarse,Rice,53.37
2025,Nilphamari,Rice - Aman - Medium,Rice,58.71
2025,Nilphamari,Rice - Boro - Hybrid - Medium,Rice,63.08
2025,Nilphamari,Rice-Boro-Hybrid -Fine,Rice,75.68
2025,Nilphamari,Ricel-Boro-Mota,Rice,48.5
2025,Nilphamari,Ruhi (Local) - small (1.50-2.00 kg),Fish,302.73
2025,Nilphamari,Sonali Chicken,Chicken,278.9
2025,Noakhali,Broiler chicken,Chicken,156.05
2025,Noakhali,Pangash (small),Fish,205.73
2025,Noakhali,Rice - Aman - Pajam,Rice,64.29
2025,Noakhali,Rice - Boro - Hybrid - Coarse,Rice,56.04
2025,Noakhali,Rice - Boro - Hybrid - Medium,Rice,64.09
2025,Noakhali,Rice-Boro-Hybrid -Fine,Rice,86.79
2025,Noakhali,Ruhi (Imported) medium (2.50-4.50 kg),Fish,362.69
2025,Noakhali,Sonali Chicken,Chicken,272.14
2025,Pabna,Farm-raised Hen,Chicken,164.25
2025,Pabna,Grass carp,Fish,217.72
2025,Pabna,Hilsha (500-900) gm,Fish,1774.79
2025,Pabna,Katla-Medium (2.50-4.50 kg),Fish,428.77
2025,Pabna,Mregal-small,Fish,194.09
2025,Pabna,Pangash (small),Fish,197.17
2025,Pabna,Rice - Boro - Hybrid - Medium,Rice,65.37
2025,Pabna,Rice-Boro-Hybrid -Fine,Rice,82.82
2025,Pabna,Ricel-Boro-Mota,Rice,50.55
2025,Pabna,Ruhi (Local) - medium (2.50-4.50 kg),Fish,449.38
2025,Pabna,Silver Carp,Fish,185.43
2025,Pabna,Telapia/Nilotica,Fish,199.13
2025,Panchagarh,Broiler chicken,Chicken,165.72
2025,Panchagarh,Chinigura Rice,Rice,108.78
2025,Panchagarh,Katla-Small (1.50-2.00 kg),Fish,270.48
2025,Panchagarh,Local Hen - Big (above 900 gm),Chicken,448.3
2025,Panchagarh,Pangash (small),Fish,168.41
2025,Panchagarh,Rice - Aman - Coarse,Rice,53.99
2025,Panchagarh,Rice - Aman - Medium,Rice,61.16
2025,Panchagarh,Rice - Aman - Pajam,Rice,51.43
2025,Panchagarh,Rice-Boro-Medium,Rice,61.74
2025,Panchagarh,Ruhi (Local) - small (1.50-2.00 kg),Fish,262.19
2025,Panchagarh,Sonali Chicken,Chicken,274.69
2025,Patuakhali,Broiler chicken,Chicken,156.64
2025,Patuakhali,Hilsha (500-900) gm,Fish,1700.0
2025,Patuakhali,Kalojira,Rice,112.5
2025,Patuakhali,Katla-Medium (2.50-4.50 kg),Fish,420.0
2025,Patuakhali,Katla-Small (1.50-2.00 kg),Fish,300.0
2025,Patuakhali,Pangash (big),Fish,190.0
2025,Patuakhali,Rice - Amon - Hybrid - Coarse,Rice,53.5
2025,Patuakhali,Rice - Amon - Hybrid - Medium,Rice,62.5
2025,Patuakhali,Rice - Amon - Hybrid - Narrow,Rice,75.94
2025,Patuakhali,Rice - Boro - Hybrid - Coarse,Rice,49.0
2025,Patuakhali,Rice - Boro - Hybrid - Medium,Rice,63.0
2025,Patuakhali,Ruhi (Imported) small (1.50-2.00 kg),Fish,305.0
2025,Patuakhali,Ruhi (Local) - medium (2.50-4.50 kg),Fish,400.0
2025,Patuakhali,Sonali Chicken,Chicken,275.0
2025,Pirojpur,Broiler chicken,Chicken,168.13
2025,Pirojpur,Local Hen - Big (above 900 gm),Chicken,492.05
2025,Pirojpur,Pangash (big),Fish,189.55
2025,Pirojpur,Rice - Aman - Coarse,Rice,60.43
2025,Pirojpur,Rice - Aman-Fine,Rice,77.57
2025,Pirojpur,Rice - Boro - Hybrid - Coarse,Rice,57.67
2025,Pirojpur,Rice-Boro-Medium,Rice,59.98
2025,Pirojpur,Ruhi (Local) - small (1.50-2.00 kg),Fish,245.0
2025,Pirojpur,Telapia/Nilotica,Fish,183.1
2025,Rajbari,Farm-raised Hen,Chicken,167.56
2025,Rajbari,Katla-Small (1.50-2.00 kg),Fish,311.94
2025,Rajbari,Mregal-small,Fish,190.0
2025,Rajbari,Pangash (big),Fish,205.37
2025,Rajbari,Rice - Boro - Hybrid - Coarse,Rice,52.84
2025,Rajbari,Rice - Boro - Hybrid - Medium,Rice,66.28
2025,Rajbari,Rice-Boro-Hybrid -Fine,Rice,77.42
2025,Rajbari,Ruhi (Local) - small (1.50-2.00 kg),Fish,396.64
2025,Rajshahi,Broiler chicken,Chicken,164.135
2025,Rajshahi,Katla-Medium (2.50-4.50 kg),Fish,321.84
2025,Rajshahi,Katla-Small (1.50-2.00 kg),Fish,221.84
2025,Rajshahi,Local Hen - Medium (700-850 gm),Chicken,500.38
2025,Rajshahi,Mregal-big,Fish,241.58
2025,Rajshahi,Mregal-small,Fish,176.32
2025,Rajshahi,Pangash (big),Fish,179.47
2025,Rajshahi,Pangash (small),Fish,225.79
2025,Rajshahi,Rice - Aman - Coarse,Rice,49.0
2025,Rajshahi,Rice - Aman - Medium,Rice,67.77
2025,Rajshahi,Rice - Amon - Hybrid - Coarse,Rice,56.0
2025,Rajshahi,Rice - Amon - Hybrid - Narrow,Rice,81.55
2025,Rajshahi,Rice - Boro - Hybrid - Medium,Rice,62.5
2025,Rajshahi,Rice-Boro-Fine,Rice,78.5
2025,Rajshahi,Ruhi (Local) - medium (2.50-4.50 kg),Fish,392.63
2025,Rajshahi,Ruhi (Local) - small (1.50-2.00 kg),Fish,315.79
2025,Rajshahi,Silver Carp,Fish,180.0
2025,Rajshahi,Sonali Chicken,Chicken,278.175
2025,Rajshahi,Telapia/Nilotica,Fish,175.0
2025,Rangamati,Broiler chicken,Chicken,463.8
2025,Rangamati,Chinigura Rice,Rice,137.27
2025,Rangamati,Hilsha (500-900) gm,Fish,1712.5
2025,Rangamati,Kataribhog,Rice,92.38
2025,Rangamati,Katla-Medium (2.50-4.50 kg),Fish,451.73
2025,Rangamati,Katla-Small (1.50-2.00 kg),Fish,356.05
2025,Rangamati,Local Hen - Big (above 900 gm),Chicken,507.92
2025,Rangamati,Local Hen - Medium (700-850 gm),Chicken,518.95
2025,Rangamati,Rice - Aman - Coarse,Rice,53.0
2025,Rangamati,Rice - Aman - Medium,Rice,70.36
2025,Rangamati,Rice - Aman-Fine,Rice,83.99
2025,Rangamati,Rice - Atap,Rice,52.01
2025,Rangamati,Rice - Boro - Hybrid - Coarse,Rice,52.62
2025,Rangamati,Rice - Boro - Hybrid - Medium,Rice,69.62
2025,Rangamati,Rice-Boro-Hybrid -Fine,Rice,80.85
2025,Rangamati,Ruhi (Imported) medium (2.50-4.50 kg),Fish,430.26
2025,Rangamati,Ruhi (Local) - small (1.50-2.00 kg),Fish,344.51
2025,Rangamati,Silver Carp,Fish,267.53
2025,Rangamati,Sonali Chicken,Chicken,408.12
2025,Rangamati,Telapia/Nilotica,Fish,198.99
2025,Rangpur,Farm-raised Hen,Chicken,168.21
2025,Rangpur,Pangash (big),Fish,175.0
2025,Rangpur,Rice - Aman - Coarse,Rice,52.62
2025,Rangpur,Rice - Aman - Medium,Rice,57.92
2025,Rangpur,Rice - Boro - Hybrid - Coarse,Rice,51.36
2025,Rangpur,Rice - Boro - Hybrid - Medium,Rice,63.0
2025,Rangpur,Rice-Boro-Hybrid -Fine,Rice,76.78
2025,Rangpur,Ruhi (Local) - small (1.50-2.00 kg),Fish,339.89
2025,Rangpur,Sonali Chicken,Chicken,276.31
2025,Rangpur,Telapia/Nilotica,Fish,192.66
2025,Satkhira,Chinigura Rice,Rice,122.5
2025,Satkhira,Farm-raised Hen,Chicken,168.45
2025,Satkhira,Grass carp,Fish,236.42
2025,Satkhira,Kalojira,Rice,127.5
2025,Satkhira,Kataribhog,Rice,102.5
2025,Satkhira,Katla-Small (1.50-2.00 kg),Fish,318.32
2025,Satkhira,Koral,Fish,825.0
2025,Satkhira,Rice - Amon - Hybrid - Coarse,Rice,51.52
2025,Satkhira,Rice - Amon - Hybrid - Medium,Rice,56.61
2025,Satkhira,Rice - Boro - Hybrid - Medium,Rice,64.01
2025,Satkhira,Rice-Boro-Hybrid -Fine,Rice,76.21
2025,Satkhira,Ricel-Boro-Mota,Rice,53.0
2025,Satkhira,Ruhi (Local) - small (1.50-2.00 kg),Fish,363.28
2025,Satkhira,Shrimp Bagda,Fish,1100.0
2025,Satkhira,Shrimp Golda,Fish,1200.0
2025,Satkhira,Shrimp-small,Fish,665.0
2025,Satkhira,Silver Carp,Fish,193.5
2025,Satkhira,Telapia/Nilotica,Fish,161.31
2025,Shariatpur,Farm-raised Hen,Chicken,168.6
2025,Shariatpur,Hilsha (500-900) gm,Fish,1153.88
2025,Shariatpur,Kai,Fish,200.0
2025,Shariatpur,Katla-Medium (2.50-4.50 kg),Fish,460.0
2025,Shariatpur,Mregal-big,Fish,200.0
2025,Shariatpur,Pangash (small),Fish,190.0
2025,Shariatpur,Rice - Boro - Hybrid - Coarse,Rice,53.94
2025,Shariatpur,Rice - Boro - Hybrid - Medium,Rice,63.93
2025,Shariatpur,Rice-Boro-Hybrid -Fine,Rice,77.56
2025,Shariatpur,Ruhi (Local) - medium (2.50-4.50 kg),Fish,475.0
2025,Shariatpur,Silver Carp,Fish,220.0
2025,Shariatpur,Sonali Chicken,Chicken,277.02
2025,Shariatpur,Telapia/Nilotica,Fish,180.0
2025,Sherpur,Broiler chicken,Chicken,166.7
2025,Sherpur,Farm-raised Hen,Chicken,153.58
2025,Sherpur,Pangash (big),Fish,217.05
2025,Sherpur,Rice - Aman - Medium,Rice,64.81
2025,Sherpur,Rice - Aman-Super-Fine,Rice,78.31
2025,Sherpur,Rice - Boro - Hybrid - Medium,Rice,62.17
2025,Sherpur,Rice-Boro-Fine,Rice,76.84
2025,Sherpur,Rice-Boro-Hybrid -Fine,Rice,72.44
2025,Sherpur,Rice-Boro-Medium,Rice,62.52
2025,Sherpur,Ricel-Boro-Mota,Rice,52.87
2025,Sherpur,Ruhi (Local) - small (1.50-2.00 kg),Fish,325.0
2025,Sirajganj,Ahire-big,Fish,1100.0
2025,Sirajganj,Ahire-small,Fish,600.0
2025,Sirajganj,Boal-big,Fish,1200.0
2025,Sirajganj,Boal-small,Fish,475.0
2025,Sirajganj,Broiler chicken,Chicken,162.5
2025,Sirajganj,Chitol-(big),Fish,925.0
2025,Sirajganj,Grass carp,Fish,265.0
2025,Sirajganj,Hilsha (500-900) gm,Fish,1050.0
2025,Sirajganj,Katla-Big (above 5 Kg),Fish,475.0
2025,Sirajganj,Katla-Medium (2.50-4.50 kg),Fish,375.0
2025,Sirajganj,Katla-Small (1.50-2.00 kg),Fish,290.0
2025,Sirajganj,Local Hen - Big (above 900 gm),Chicken,537.22
2025,Sirajganj,Local Hen - Medium (700-850 gm),Chicken,537.22
2025,Sirajganj,Local Hen - Small (500-650 gm),Chicken,537.22
2025,Sirajganj,Mregal-big,Fish,375.0
2025,Sirajganj,Mregal-small,Fish,220.0
2025,Sirajganj,Pangash (big),Fish,200.0
2025,Sirajganj,Pangash (small),Fish,325.0
2025,Sirajganj,Rice - Amon - Hybrid - Medium,Rice,60.22
2025,Sirajganj,Rice - Amon - Hybrid - Narrow,Rice,75.06
2025,Sirajganj,Rice - Boro - Hybrid - Medium,Rice,58.44
2025,Sirajganj,Rice-Boro-Hybrid -Fine,Rice,69.94
2025,Sirajganj,Ricel-Boro-Mota,Rice,53.67
2025,Sirajganj,Ruhi (Local) - medium (2.50-4.50 kg),Fish,450.0
2025,Sirajganj,Ruhi (Local) - small (1.50-2.00 kg),Fish,325.0
2025,Sirajganj,Silver Carp,Fish,230.0
2025,Sirajganj,Sonali Chicken,Chicken,260.56
2025,Sirajganj,Telapia/Nilotica,Fish,190.0
2025,Sunamganj,Chinigura Rice,Rice,126.46
2025,Sunamganj,Farm-raised Hen,Chicken,171.8
2025,Sunamganj,Hilsha (500-900) gm,Fish,1390.91
2025,Sunamganj,Kai,Fish,218.52
2025,Sunamganj,Kalojira,Rice,83.24
2025,Sunamganj,Kataribhog,Rice,83.1
2025,Sunamganj,Katla-Small (1.50-2.00 kg),Fish,344.77
2025,Sunamganj,Pangash (big),Fish,128.05
2025,Sunamganj,Pangash (small),Fish,199.2
2025,Sunamganj,Rice - Aman-Fine,Rice,78.33
2025,Sunamganj,Rice - Boro - Hybrid - Coarse,Rice,47.62
2025,Sunamganj,Rice - Boro - Hybrid - Medium,Rice,61.63
2025,Sunamganj,Ruhi (Imported) small (1.50-2.00 kg),Fish,387.01
2025,Sunamganj,Ruhi (Local) - small (1.50-2.00 kg),Fish,413.26
2025,Sunamganj,Shrimp-small,Fish,550.95
2025,Sunamganj,Sonali Chicken,Chicken,299.47
2025,Sunamganj,Telapia/Nilotica,Fish,213.11
2025,Sylhet,Chinigura Rice,Rice,130.44
2025,Sylhet,Farm-raised Hen,Chicken,157.92
2025,Sylhet,Hilsha (500-900) gm,Fish,1659.62
2025,Sylhet,Kai,Fish,253.36
2025,Sylhet,Kalojira,Rice,90.0
2025,Sylhet,Katla-Small (1.50-2.00 kg),Fish,315.4
2025,Sylhet,Mregal-big,Fish,366.13
2025,Sylhet,Mregal-small,Fish,291.9
2025,Sylhet,Pangash (big),Fish,166.79
2025,Sylhet,Pangash (small),Fish,221.82
2025,Sylhet,Rice - Boro - Hybrid - Coarse,Rice,54.66
2025,Sylhet,Rice - Boro - Hybrid - Medium,Rice,64.43
2025,Sylhet,Rice-Boro-Hybrid -Fine,Rice,78.32
2025,Sylhet,Ruhi (Local) - small (1.50-2.00 kg),Fish,329.74
2025,Sylhet,Sonali Chicken,Chicken,310.29
2025,Sylhet,Telapia/Nilotica,Fish,191.5
2025,Tangail,Farm-raised Hen,Chicken,165.33
2025,Tangail,Katla-Small (1.50-2.00 kg),Fish,302.5
2025,Tangail,Mregal-small,Fish,280.0
2025,Tangail,Pangash (big),Fish,165.0
2025,Tangail,Rice - Aman-Fine,Rice,79.0
2025,Tangail,Rice - Boro - Hybrid - Medium,Rice,60.03
2025,Tangail,Rice-Boro-Hybrid -Fine,Rice,80.77
2025,Tangail,Ruhi (Local) - small (1.50-2.00 kg),Fish,300.0
2025,Tangail,Silver Carp,Fish,190.0
2025,Thakurgaon,Broiler chicken,Chicken,160.38
2025,Thakurgaon,Grass carp,Fish,256.44
2025,Thakurgaon,Katla-Small (1.50-2.00 kg),Fish,330.08
2025,Thakurgaon,Local Hen - Small (500-650 gm),Chicken,468.18
2025,Thakurgaon,Mregal-small,Fish,223.48
2025,Thakurgaon,Pangash (big),Fish,188.45
2025,Thakurgaon,Rice - Aman - Coarse,Rice,52.13
2025,Thakurgaon,Rice - Amon - Hybrid - Medium,Rice,62.95
2025,Thakurgaon,Rice - Boro - Hybrid - Medium,Rice,63.63
2025,Thakurgaon,Rice-Boro-Hybrid -Fine,Rice,72.17
2025,Thakurgaon,Ruhi (Local) - small (1.50-2.00 kg),Fish,321.29
2025,Thakurgaon,Silver Carp,Fish,224.17
2025,Thakurgaon,Sonali Chicken,Chicken,270.3
2025,Thakurgaon,Telapia/Nilotica,Fish,205.49
2026,Bagerhat,Broiler chicken,Chicken,183.05
2026,Bagerhat,Grass carp,Fish,215.0
2026,Bagerhat,Hilsha (500-900) gm,Fish,1334.11
