Division,District,Upazila,Market Name,Commodity Name,Year,Retail Unit,Retail Price,Average Price,Whole Sale Unit,Wholesale price,Average Price
Chattagram,Lakshmipur,Lakshmipur Sadar,"Sadar Bazar, Lakshmipur",Mregal-big,2026,Kilogram,236.27--259.27,247.77,Quintal,"20,653.33--22,653.33","21,653.33"
Chattagram,Lakshmipur,Lakshmipur Sadar,"Sadar Bazar, Lakshmipur",Pangash (small),2026,Kilogram,180--200,190,Quintal,"16,000--16,500","16,250"
Chattagram,Lakshmipur,Lakshmipur Sadar,"Sadar Bazar, Lakshmipur",Telapia/Nilotica,2026,Kilogram,220--250,235,Quintal,"20,000--22,000","21,000"
Chattagram,Lakshmipur,Raipur,Raipur Bazar,Ruhi (Local) - medium (2.50-4.50 kg),2026,Kilogram,320--350,335,Quintal,"26,000--27,000","26,500"
Chattagram,Lakshmipur,Raipur,Raipur Bazar,Katla-Big (above 5 Kg),2026,Kilogram,424.65--450.88,437.76,Quintal,"34,026.32--35,350.88","34,688.60"
Chattagram,Lakshmipur,Raipur,Raipur Bazar,Mregal-big,2026,Kilogram,230.7--251.05,240.88,Quintal,"21,035.09--23,035.09","22,035.09"
Chattagram,Lakshmipur,Raipur,Raipur Bazar,Pangash (small),2026,Kilogram,180--200,190,Quintal,"16,000--16,500","16,250"
Chattagram,Lakshmipur,Raipur,Raipur Bazar,Telapia/Nilotica,2026,Kilogram,210.35--221.05,215.7,Quintal,"19,035.09--20,070.18","19,552.63"
Chattagram,Chattogram,Chattogram City Corporation,Chittagong Sadar Bazar,Ruhi (Local) - small (1.50-2.00 kg),2025,Kilogram,254.55--323.64,289.09,Quintal,"25,000--30,000","27,500"
Chattagram,Chattogram,Chattogram City Corporation,Chittagong Sadar Bazar,Ruhi (Imported) medium (2.50-4.50 kg),2025,Kilogram,320.91--369.09,345,Quintal,"30,000--33,000","31,500"
Chattagram,Chattogram,Chattogram City Corporation,Chittagong Sadar Bazar,Katla-Medium (2.50-4.50 kg),2025,Kilogram,246.36--303.64,275,Quintal,"27,090.91--29,090.91","28,090.91"
Chattagram,Chattogram,Chattogram City Corporation,Chittagong Sadar Bazar,Katla-Small (1.50-2.00 kg),2025,Kilogram,294.55--340.91,317.73,Quintal,"27,181.82--29,818.18","28,500"
Chattagram,Chattogram,Chattogram City Corporation,Chittagong Sadar Bazar,Pangash (small),2025,Kilogram,200--250.91,225.45,Quintal,"16,090.91--16,818.18","16,454.55"
Chattagram,Chattogram,Chattogram City Corporation,Chittagong Sadar Bazar,Pangash (big),2025,Kilogram,160--198.18,179.09,Quintal,"13,000--14,181.82","13,590.91"
Chattagram,Chattogram,Chattogram City Corporation,Chittagong Sadar Bazar,Hilsha (500-900) gm,2025,Kilogram,"695.45--1,154.55",925,Quintal,"50,454.55--78,181.82","64,318.18"
Chattagram,Chattogram,Chattogram City Corporation,Chittagong Sadar Bazar,Rupchanda,2025,Kilogram,590.91--990.91,790.91,Quintal,"44,545.45--89,090.91","66,818.18"
Chattagram,Chattogram,Chattogram City Corporation,Chittagong Sadar Bazar,Poah,2025,Kilogram,225.45--327.27,276.36,Quintal,"17,727.27--25,000","21,363.64"
Chattagram,Chattogram,Chattogram City Corporation,Chittagong Sadar Bazar,Ruhi (Local) - small (1.50-2.00 kg),2026,Kilogram,332.09--362.29,347.19,Quintal,"28,954.25--32,980.39","30,967.32"
Chattagram,Chattogram,Chattogram City Corporation,Chittagong Sadar Bazar,Ruhi (Imported) medium (2.50-4.50 kg),2026,Kilogram,344.9--367.45,356.18,Quintal,"32,235.29--34,490.2","33,362.75"
Chattagram,Chattogram,Chattogram City Corporation,Chittagong Sadar Bazar,Katla-Medium (2.50-4.50 kg),2026,Kilogram,324.97--369.67,347.32,Quintal,"29,490.2--32,967.32","31,228.76"
Chattagram,Chattogram,Chattogram City Corporation,Chittagong Sadar Bazar,Katla-Small (1.50-2.00 kg),2026,Kilogram,316.08--358.95,337.52,Quintal,"27,117.65--30,901.96","29,009.80"
Chattagram,Chattogram,Chattogram City Corporation,Chittagong Sadar Bazar,Pangash (small),2026,Kilogram,200--260,230,Quintal,"17,000--20,000","18,500"
Chattagram,Chattogram,Chattogram City Corporation,Chittagong Sadar Bazar,Pangash (big),2026,Kilogram,160--180,170,Quintal,"13,000--15,254.9","14,127.45"
Chattagram,Chattogram,Chattogram City Corporation,Chittagong Sadar Bazar,Hilsha (500-900) gm,2026,Kilogram,675--750,712.5,Quintal,"57,500--65,000","61,250"
Chattagram,Chattogram,Chattogram City Corporation,Chittagong Sadar Bazar,Rupchanda,2026,Kilogram,584.84--835.82,710.33,Quintal,"48,483.66--66,130.72","57,307.19"
Chattagram,Chattogram,Chattogram City Corporation,Chittagong Sadar Bazar,Poah,2026,Kilogram,257.65--362.75,310.2,Quintal,"21,274.51--30,529.41","25,901.96"
Chattagram,Coxsbazar,Coxsbazar Sadar,Cox's Bazar Sadar,Ruhi (Local) - small (1.50-2.00 kg),2025,Kilogram,272.57--395.21,333.89,Quintal,"24,264.29--31,564.29","27,914.29"
Chattagram,Coxsbazar,Coxsbazar Sadar,Cox's Bazar Sadar,Katla-Small (1.50-2.00 kg),2025,Kilogram,304.36--359.36,331.86,Quintal,"27,500--32,750","30,125"
Chattagram,Coxsbazar,Coxsbazar Sadar,Cox's Bazar Sadar,Pangash (big),2025,Kilogram,162.64--180.29,171.46,Quintal,"13,700--15,464.29","14,582.14"
Chattagram,Coxsbazar,Coxsbazar Sadar,Cox's Bazar Sadar,Telapia/Nilotica,2025,Kilogram,206.07--253.14,229.61,Quintal,"18,185.71--23,085.71","20,635.71"
Chattagram,Coxsbazar,Coxsbazar Sadar,Cox's Bazar Sadar,Ruhi (Local) - small (1.50-2.00 kg),2026,Kilogram,287.32--354.14,320.73,Quintal,"26,343.95--32,777.07","29,560.51"
